id,price
100000,6878900.0
100001,7100300.0
100002,2193100.0
100003,6321100.0
100004,6864200.0
100005,4091800.0
100006,2097900.0
100007,19898800.0
100008,2500200.0
100009,5338500.0
100010,3469800.0
100011,2060700.0
100012,6525700.0
100013,7521300.0
100014,5492700.0
100015,6314200.0
100016,7084000.0
100017,2219300.0
100018,4566800.0
100019,2869800.0
100020,5520500.0
100021,5624900.0
100022,7053400.0
100023,1702500.0
100024,4269700.0
100025,6079700.0
100026,3764300.0
100027,5541600.0
100028,3126100.0
100029,2329400.0
100030,6109200.0
100031,2430600.0
100032,6581700.0
100033,4616600.0
100034,2675100.0
100035,5760300.0
100036,8875700.0
100037,5048100.0
100038,2558500.0
100039,6332500.0
100040,3720500.0
100041,3283200.0
100042,6518700.0
100043,4773100.0
100044,3164400.0
100045,20212400.0
100046,1596200.0
100047,3555900.0
100048,7312800.0
100049,5964300.0
100050,1910100.0
100051,3868200.0
100052,12314800.0
100053,2840400.0
100054,4433000.0
100055,3562000.0
100056,17348300.0
100057,6325300.0
100058,7198000.0
100059,2940800.0
100060,3635200.0
100061,2000900.0
100062,3336300.0
100063,4297600.0
100064,9970000.0
100065,6083600.0
100066,3287500.0
100067,2535200.0
100068,5709800.0
100069,3987500.0
100070,3595400.0
100071,3535800.0
100072,7321700.0
100073,4784000.0
100074,2467100.0
100075,2338000.0
100076,6403400.0
100077,8176500.0
100078,4999000.0
100079,3180000.0
100080,5190400.0
100081,4013800.0
100082,2945900.0
100083,7055900.0
100084,10089000.0
100085,6990400.0
100086,3738500.0
100087,5939600.0
100088,6468700.0
100089,2734900.0
100090,8313900.0
100091,3524200.0
100092,3001200.0
100093,14924200.0
100094,18818100.0
100095,4596400.0
100096,2479800.0
100097,26710200.0
100098,2730700.0
100099,5832100.0
100100,3451800.0
100101,8418000.0
100102,4454400.0
100103,7780000.0
100104,3866000.0
100105,5267900.0
100106,3751000.0
100107,3942800.0
100108,1848200.0
100109,4416200.0
100110,2772800.0
100111,2299300.0
100112,3069200.0
100113,2123700.0
100114,3901800.0
100115,3907200.0
100116,6555600.0
100117,9529500.0
100118,20098200.0
100119,2832300.0
100120,6925000.0
100121,2009200.0
100122,4004000.0
100123,4390900.0
100124,5585500.0
100125,20150400.0
100126,1306200.0
100127,4237833.333333334
100128,4691800.0
100129,2477200.0
100130,4077200.0
100131,4658800.0
100132,3665100.0
100133,2407500.0
100134,4836500.0
100135,7037300.0
100136,1982700.0
100137,3225600.0
100138,13298100.0
100139,6950500.0
100140,6455700.0
100141,3232500.0
100142,7739900.0
100143,7342100.0
100144,4717200.0
100145,3535600.0
100146,4636500.0
